"Species","Longitude","Latitude"
"Bon_umb",-78.63,49.87
"Bon_umb",-85.44,43.71
"Bon_umb",-81.58,39.57
"Bon_umb",-70.66,45.96
"Bon_umb",-150.61,65.01
"Bon_umb",-113.59,46.73
"Bon_umb",-79.86,38.81
"Bon_umb",-78.7,42.96
"Bon_umb",-75.97,44.77
"Bon_umb",-80.74,44.59
"Bon_umb",-120.15,51.32
"Bon_umb",-126.53,52.39
"Bon_umb",-71.59,44.68
"Bon_umb",-116.02,47.25
"Bon_umb",-74.79,43.72
"Bon_umb",-101.21,51.39
"Bon_umb",-120.39,49.04
"Bon_umb",-91.82,46.07
"Bon_umb",-106.73,53.72
"Bon_umb",-67.43,45.33
"Bon_umb",-120.21,48.36
"Bon_umb",-106.17,53.58
"Bon_umb",-76.28,41.62
"Bon_umb",-60.34,46.15
"Bon_umb",-72.67,44.53
"Bon_umb",-89.64,45.32
"Bon_umb",-94.95,48.42
"Bon_umb",-113.16,54.84
"Bon_umb",-117.94,49.37
"Bon_umb",-81.42,40.1
"Bon_umb",-122.26,50.43
"Bon_umb",-74.2,42.73
"Bon_umb",-87.61,45.84
"Bon_umb",-82.92,39.18
"Bon_umb",-70.91,43.23
"Bon_umb",-83.26,43.24
"Bon_umb",-120.25,45.97
"Bon_umb",-73.18,42.42
"Bot_len",-85.74,46.67
"Bot_len",-117.52,47.41
"Bot_len",-80.47,44.32
"Bot_len",-64.61,44.73
"Bot_len",-77.99,48.36
"Bot_len",-74.35,42
"Bot_len",-120.4,37.14
"Bot_len",-116.66,49.3
"Bot_len",-94.89,35.84
"Bot_len",-67.73,45.57
"Bot_len",-129.28,56.1
"Bot_len",-60.52,47.02
"Bot_len",-67.83,46.77
"Bot_len",-77.96,43.18
"Bot_len",-71.81,46.32
"Bot_len",-72.85,43.29
"Bot_len",-68.08,45.64
"Bot_len",-77.58,46.45
"Bot_len",-110.56,49.1
"Bot_len",-86.26,46.35
"Bot_len",-112.34,52.17
"Bot_len",-88.74,46.24
"Bot_len",-74.45,44.16
"Bot_len",-91.54,47.71
"Bot_len",-82.51,28.04
"Bot_len",-121.46,38.5
"Bot_len",-103.8,40.35
"Bot_len",-81.36,42.84
"Bot_len",-92.89,48.72
"Bot_len",-93.5,43.82
"Bot_len",-108.43,41.7
"Bot_len",-82.29,48.29
"Bot_len",-79.72,47.47
"Bot_len",-107.06,46.58
"Bot_len",-121.83,42.87
"Bot_len",-110.19,51.36
"Bot_len",-77.42,45.99
"Bot_len",-104.58,49.44
"Bot_len",-116.39,39.55
"Bot_len",-76.54,44.66
"Bot_len",-79.83,41.05
"Bot_len",-118.58,43.25
"Bot_len",-73.35,41.75
"Bot_len",-69.21,46.31
"Bot_len",-98.22,50.73
"Bot_len",-105.86,53.1
"Bot_len",-97.11,39.06
"Bot_len",-102.46,48.27
"Bot_len",-109.13,44.47
"Bot_len",-69.54,44.6
"Bot_len",-73.56,44.87
"Bot_len",-87.14,46.3
"Bot_len",-67.53,47.07
"Bot_len",-67.35,45.58
"Bot_len",-72.38,44.55
"Bot_len",-69.51,46.6
"Bra_can",-83.26,31.21
"Bra_can",-77.29,41.07
"Bra_can",-86.83,46.15
"Bra_can",-80.27,45.52
"Bra_can",-100.64,49.71
"Bra_can",-114.49,54.34
"Bra_can",-120.93,38.77
"Bra_can",-122.87,45.79
"Bra_can",-81.91,30.72
"Bra_can",-76.94,40.43
"Bra_can",-95.59,47.43
"Bra_can",-90.87,47.79
"Bra_can",-76.62,45.47
"Bra_can",-84.12,43.34
"Bra_can",-103.64,43.82
"Bra_can",-77.67,40.24
"Bra_can",-71.09,42.62
"Bra_can",-79.16,38.19
"Bra_can",-81.17,40.61
"Bra_can",-78.21,36.18
"Bra_can",-84.88,49.19
"Bra_can",-107.6,38.84
"Bra_can",-94.33,35.35
"Bra_can",-116.33,47.55
"Bra_can",-122.51,38.38
"Bra_can",-106.92,38.59
"Bra_can",-86.67,36.51
"Bra_can",-106.43,45.83
"Bra_can",-103.99,46.73
"Bra_can",-79.85,39.57
"Bra_can",-79.7,35.92
"Bra_can",-105.23,37.94
"Bra_can",-74.15,42.44
"Bra_can",-95.82,34.95
"Bra_can",-113.12,53.12
"Bra_can",-94.95,48.42
"Bra_can",-72.28,46.38
"Bra_can",-95.12,47.79
"Bra_can",-111.28,54.27
"Bra_can",-111.26,44.03
"Bra_can",-83.92,35.91
"Bra_can",-82.83,45.81
"Bra_can",-105.28,39.22
"Bra_can",-117.99,47.89
"Bra_can",-74.01,41.8
"Bra_can",-79.97,44.02
"Bra_can",-148.84,68.86
"Bra_can",-95.23,40.47
"Bra_can",-90.55,39.29
"Bra_can",-65.05,45.76
"Bra_can",-89.69,46.42
"Bra_can",-114.09,42.43
"Bra_can",-105.86,53.1
"Bra_can",-77.7,46.23
"Bra_can",-117.93,47.73
"Bra_can",-103.85,53.45
"Bra_can",-71.3,44.87
"Bra_can",-85.94,38.66
"Bra_can",-104.72,49.63
"Bra_can",-122.02,47.66
"Bra_can",-75.24,38.67
"Bra_can",-79.37,40.8
"Bra_can",-72.72,43.75
"Bra_can",-59.28,52.56
"Bra_can",-76.11,45.55
"Bra_can",-123.6,48.79
"Bra_can",-84.16,38.43
"Bra_can",-75.66,40.23
"Bra_can",-121.43,40.5
"Bra_can",-86.57,32.49
"Bra_can",-86.62,41.27
"Bra_can",-111.16,41.52
"Bra_can",-77.06,38.6
"Bra_can",-110.54,53.29
"Bra_can",-62.37,46.32
"Bra_can",-87.45,41.65
"Bra_can",-86.28,30.38
"Bra_can",-82.76,39.38
"Bra_can",-82.13,34.77
"Bra_can",-120.5,41.87
"Bra_can",-97.35,41.16
"Bra_can",-116.85,48.48
"Bra_can",-124.18,49.65
"Bra_can",-74.55,39.3
"Bra_can",-73.1,43.61
"Bra_can",-114.4,53.63
"Bra_can",-107.31,47.5
"Bra_can",-83.75,44.92
"Bra_can",-99.26,51.5
"Bra_can",-79.56,40.85
"Bra_can",-71.04,47.34
"Bra_can",-120.65,37.98
"Bra_can",-103.62,51.03
"Bra_can",-87.14,46.3
"Bra_can",-85.84,42.64
"Bra_can",-114.07,41.95
"Bra_can",-107.86,40.67
"Bra_can",-111.79,41.62
"Bra_can",-96.89,43.33
"Bra_can",-74.45,44.16
"Bra_can",-90.07,44.7
"Bra_can",-111.85,50.56
"Bra_can",-119.02,47.84
"Bra_can",-81.08,41.47
"Bra_can",-81.59,36.27
"Bra_can",-120.95,50.13
"Bra_can",-122.17,47.98
"Bra_can",-93.15,49.87
"Bra_can",-121.7,36.45
"Bra_can",-123.48,39.69
"Bra_can",-102.97,51.42
"Bra_can",-86.46,46.01
"Bra_can",-88.18,36.69
"Bra_can",-120.71,51.39
"Bra_can",-78.17,38.45
"Bra_can",-74.49,44.52
"Bra_can",-102.2,42.73
"Bra_can",-91.37,44.01
"Bra_can",-63.15,46.37
"Bra_can",-80.99,41.37
"Bra_can",-97.84,49.1
"Bra_can",-100.13,49.34
"Bra_can",-82.67,43.51
"Bra_can",-90.36,43.79
"Bra_can",-84.18,40.48
"Bra_can",-83.8,39.68
"Bra_can",-81.1,36.14
"Bra_can",-112.64,45.38
"Bra_can",-75.23,41.26
"Bra_can",-69.44,44.99
"Bra_can",-88.44,41.6
"Bra_can",-105.95,41.15
"Bra_can",-90.54,45.09
"Bra_can",-78.59,42.08
"Bra_can",-85.21,46.61
"Bra_can",-79.02,45.33
"Bra_can",-116.22,54.13
"Bra_can",-88.33,37.33
"Bra_can",-95.2,44.53
"Bra_can",-87.89,44.11
"Bra_can",-80.35,40.16
"Bra_can",-75.8,42.01
"Bra_mar",-124.18,49.78
"Bra_mar",-132.77,56.74
"Bra_mar",-134.24,56.71
"Bub_ibi",-94.67,39.65
"Bub_ibi",-90.5,34.42
"Bub_ibi",-76.84,38.52
"Bub_ibi",-81.94,31.06
"Bub_ibi",-89.34,31.73
"Bub_ibi",-92.63,34.35
"Bub_ibi",-90.72,32.65
"Bub_ibi",-98.64,29.09
"Bub_ibi",-81.42,31.36
"Bub_ibi",-87.06,34.03
"Bub_ibi",-92.81,29.74
"Bub_ibi",-88.31,31.63
"Bub_ibi",-92.6,33.9
"Bub_ibi",-88.17,33.48
"Bub_ibi",-93.93,31.62
"Bub_ibi",-92.79,34.62
"Bub_ibi",-95.8,30.79
"Bub_ibi",-77.44,35.97
"Bub_ibi",-75.57,38.3
"Bub_ibi",-88.54,34.97
"Bub_ibi",-78.58,34.89
"Bub_ibi",-82.71,30.6
"Bub_ibi",-80.46,33.32
"Bub_ibi",-82.3,28.33
"Bub_ibi",-92.96,30.28
"Bub_ibi",-82.16,30.25
"Bub_ibi",-81.92,28.3
"Bub_ibi",-97.78,30.09
"Bub_ibi",-97.47,27.69
"Bub_ibi",-92.8,34.7
"Bub_ibi",-92.43,30.65
"Bub_ibi",-81.05,32.75
"Bub_ibi",-76.89,39.92
"Bub_ibi",-88.53,31.69
"Bub_ibi",-112.58,39.37
"Bub_ibi",-85.72,32.58
"Bub_ibi",-95.24,29.13
"Bub_ibi",-86.19,31.91
"Bub_ibi",-77.2,35.1
"Bub_ibi",-83.8,30.67
"Bub_ibi",-98.46,34.72
"Bub_ibi",-81.76,26.95
"Bub_ibi",-89.49,32.33
"Bub_vir",-87.14,33.82
"Bub_vir",-96.89,43.33
"Bub_vir",-118.99,42.66
"Bub_vir",-107.45,44.03
"Bub_vir",-83.45,32.4
"Bub_vir",-78.88,46.09
"Bub_vir",-100.21,30.02
"Bub_vir",-80.74,43.67
"Bub_vir",-75.62,41.94
"Bub_vir",-87.76,34.13
"Bub_vir",-122.14,48.97
"Bub_vir",-80.11,32.79
"Bub_vir",-90.51,34.93
"Bub_vir",-119.67,34.67
"Bub_vir",-86.47,34.48
"Bub_vir",-80.05,33.69
"Bub_vir",-97.35,41.16
"Bub_vir",-83.58,32.15
"Bub_vir",-104.29,42.02
"Bub_vir",-121.27,43.17
"Bub_vir",-80.05,37.8
"Bub_vir",-88.86,35.81
"Bub_vir",-123.52,52.26
"Bub_vir",-107.73,50.11
"Bub_vir",-117.97,44.5
"Bub_vir",-91.36,35.31
"Bub_vir",-99.58,36.24
"Bub_vir",-112.83,54.43
"Bub_vir",-83.71,33.1
"Bub_vir",-75.27,41.55
"Bub_vir",-103.68,35.84
"Bub_vir",-81.03,39.09
"Bub_vir",-124.12,40.24
"Bub_vir",-85.44,39.47
"Bub_vir",-63.53,46.22
"Bub_vir",-99.5,44.17
"Bub_vir",-118.7,48.23
"Bub_vir",-64.78,48.33
"Bub_vir",-84.52,30.82
"Bub_vir",-87.6,30.37
"Bub_vir",-91.68,40.77
"Bub_vir",-121.61,39.5
"Bub_vir",-94.87,38.85
"Bub_vir",-76.84,34.93
"Bub_vir",-118.85,35.89
"Bub_vir",-90.74,43.33
"Bub_vir",-94.67,36.32
"Bub_vir",-113.2,53.13
"Bub_vir",-120.53,35.81
"Bub_vir",-110.54,53.29
"Bub_vir",-105.04,40.51
"Bub_vir",-119.48,42.01
"Bub_vir",-123.59,43.65
"Bub_vir",-76.82,39.35
"Bub_vir",-91.6,39.74
"Bub_vir",-120.93,38.77
"Bub_vir",-90.75,36.59
"Bub_vir",-83.71,41.2
"Bub_vir",-113.82,33.92
"Bub_vir",-84.83,36.82
"Bub_vir",-103.34,53.69
"Bub_vir",-86.83,35.86
"Bub_vir",-103.44,40.21
"Bub_vir",-88.78,45.46
"Bub_vir",-89.71,41.34
"Bub_vir",-88.66,33.87
"Bub_vir",-84.81,42.1
"Bub_vir",-93.72,45.51
"Bub_vir",-114.92,55.51
"Bub_vir",-109.27,42.43
"Bub_vir",-114.91,43.9
"Bub_vir",-78.44,36.45
"Bub_vir",-110.77,34.7
"Bub_vir",-84.39,41.55
"Bub_vir",-111.53,53.72
"Bub_vir",-76.54,44.66
"Bub_vir",-111.08,52.2
"Bub_vir",-144.41,61.53
"Bub_vir",-70.84,44.75
"Bub_vir",-96.03,39.77
"Bub_vir",-122.42,46.81
"Bub_vir",-102.06,46.1
"Bub_vir",-109.55,45.73
"Bub_vir",-95.57,35.73
"Bub_vir",-82.9,43.67
"Bub_vir",-114.4,32.83
"Bub_vir",-103.45,30.29
"Bub_vir",-119.28,49.11
"Bub_vir",-81.96,27
"Bub_vir",-98.24,47.49
"Bub_vir",-98.2,49.67
"Bub_vir",-74.72,44.54
"Bub_vir",-84.79,34.05
"Bub_vir",-85.27,36.7
"Bub_vir",-100.74,34.6
"Bub_vir",-106.87,43.88
"Bub_vir",-96.56,38.36
"Bub_vir",-76.28,41.62
"Bub_vir",-98.92,33.36
"Bub_vir",-113.33,36.41
"Bub_vir",-120.89,35.26
"Bub_vir",-118.1,34.26
"Bub_vir",-117.68,46.33
"Bub_vir",-97.11,39.06
"Bub_vir",-101.27,41.16
"Bub_vir",-119.02,37.78
"Bub_vir",-77.49,39.74
"Bub_vir",-88.55,35.41
"Bub_vir",-113.63,41.97
"Bub_vir",-103.2,38
"Bub_vir",-108.64,53.51
"Bub_vir",-89.75,39.95
"Bub_vir",-89.66,38.67
"Bub_vir",-120.45,38.77
"Bub_vir",-91.71,34.7
"Bub_vir",-84.22,33.63
"Bub_vir",-118.57,35.78
"Bub_vir",-98.91,49.55
"Bub_vir",-91.7,42.21
"Bub_vir",-104.46,42.13
"Bub_vir",-121.35,45.83
"Bub_vir",-112.62,34.77
"Bub_vir",-110.3,32.03
"Bub_vir",-95.57,48.3
"Bub_vir",-92.8,34.7
"Bub_vir",-91.6,31.74
"Bub_vir",-113.54,32.93
"Bub_vir",-119.43,44.82
"Bub_vir",-103.43,46.21
"Buc_alb",-152.12,66.24
"Buc_alb",-110.42,44.92
"Buc_alb",-112.85,52.52
"Buc_alb",-103.6,52.09
"Buc_alb",-120.62,40.2
"Buc_alb",-100.28,50.08
"Buc_alb",-115.09,62.56
"Buc_alb",-114.49,54.34
"Buc_alb",-115.37,62.68
"Buc_alb",-111.24,53.78
"Buc_alb",-140.55,61.99
"Buc_alb",-117.82,56.28
"Buc_alb",-88.58,50.5
"Buc_alb",-124.87,53.59
"Buc_alb",-113.44,55.47
"Buc_cla",-121.9,48.83
"Buc_cla",-123.32,60.3
"Buc_cla",-109.44,43.42
"Buc_cla",-149.84,61.4
"Buc_cla",-94.45,53.7
"Buc_cla",-82.5,49.43
"Buc_cla",-132.63,55.69
"Buc_cla",-114.41,52.41
"Buc_cla",-71.13,47.09
"Buc_cla",-57.8,49.86
"Buc_cla",-109.67,42.83
"Buc_cla",-112.4,49.09
"Buc_cla",-74.23,50.04
"Buc_cla",-84.89,48.28
"Buc_cla",-79.45,48.3
"Buc_cla",-76.29,46.27
"Buc_cla",-115.65,49.65
"Buc_cla",-63.5,50.27
"Buc_cla",-95.48,50.02
"Buc_cla",-112.02,50.3
"Buc_cla",-113.94,52.55
"Buc_isl",-120.22,49.4
"Buc_isl",-118.47,53.8
"Buc_isl",-116.22,51.46
"Buc_isl",-150.24,62.32
"Buc_isl",-121.39,52.47
"Buc_isl",-109.67,42.83
"Buc_isl",-109.76,41.78
"But_alb",-109.23,31.61
"But_alb",-109.82,32.65
"But_alb",-100.42,29.62
"But_jam",-88.49,32.83
"But_jam",-111.68,56.22
"But_jam",-82.73,37.81
"But_jam",-87.22,32.44
"But_jam",-81.48,34.09
"But_jam",-82.86,37.35
"But_jam",-102.46,43.89
"But_jam",-106.72,44.79
"But_jam",-98.48,46.75
"But_jam",-119.99,46.06
"But_jam",-71.74,41.99
"But_jam",-116.23,32.9
"But_jam",-105.68,35.57
"But_jam",-111.31,40.64
"But_jam",-96.12,35.73
"But_jam",-64.69,45.1
"But_jam",-85.24,30.53
"But_jam",-81.16,37.3
"But_jam",-85.47,33.93
"But_jam",-94.99,48.96
"But_jam",-118.56,34.57
"But_jam",-77.06,52.23
"But_jam",-85.22,29.68
"But_jam",-76.92,45.56
"But_jam",-73.41,43.21
"But_jam",-102.61,47.5
"But_jam",-91.72,40.47
"But_jam",-107.43,43.6
"But_jam",-117.18,42.53
"But_jam",-108.67,40.62
"But_jam",-122.71,39.18
"But_jam",-112.52,42.85
"But_jam",-85.13,30.53
"But_jam",-121.35,45.83
"But_jam",-113.67,46.72
"But_jam",-98.82,27.07
"But_jam",-90.41,39.82
"But_jam",-114.42,50.48
"But_jam",-116.94,35
"But_jam",-84.01,39.49
"But_jam",-90.87,43.53
"But_jam",-93.5,31.07
"But_jam",-114.15,54.48
"But_jam",-122.56,43.91
"But_jam",-101.04,36.29
"But_jam",-82.8,31.46
"But_jam",-85.75,33.63
"But_jam",-106.43,45.83
"But_jam",-118.4,34.67
"But_jam",-119.81,48.09
"But_jam",-113.78,51.21
"But_jam",-80.47,44.32
"But_jam",-111.16,40.24
"But_jam",-82.9,43.67
"But_jam",-79.25,36.63
"But_jam",-92.56,39.43
"But_jam",-82.3,28.33
"But_jam",-77.24,41.27
"But_jam",-111.33,41.33
"But_jam",-86.22,35.36
"But_jam",-79.29,43.01
"But_jam",-93.6,41.68
"But_jam",-87.38,32.19
"But_jam",-120.07,34.47
"But_jam",-130.22,57.5
"But_jam",-99.66,33.36
"But_jam",-77.06,35.24
"But_jam",-116.51,43.16
"But_jam",-99.58,36.24
"But_jam",-85.93,33.19
"But_jam",-108.19,33.93
"But_jam",-117.12,32.54
"But_jam",-69.54,44.6
"But_jam",-93.33,44.66
"But_jam",-81.27,36.92
"But_jam",-76.99,37.08
"But_jam",-103.13,48.11
"But_jam",-121.9,48.83
"But_jam",-100.34,36.53
"But_jam",-88.57,41.53
"But_jam",-87.41,30.93
"But_jam",-123.24,43.84
"But_jam",-75.47,44.7
"But_jam",-109.48,38.68
"But_jam",-91.82,36.57
"But_jam",-88.44,41.6
"But_jam",-100.31,28.43
"But_jam",-93.71,44.49
"But_jam",-84.42,32.86
"But_jam",-146.73,65.27
"But_jam",-85.22,33.65
"But_jam",-110.85,56.17
"But_jam",-112.21,41.89
"But_jam",-81.25,31.77
"But_jam",-90.66,43.04
"But_jam",-97.01,46.49
"But_jam",-106.64,51.56
"But_jam",-97.35,37.32
"But_jam",-130.82,61.71
"But_jam",-101.65,38.73
"But_jam",-104.37,39.38
"But_jam",-95.57,49.53
"But_jam",-82.36,30.38
"But_jam",-78.58,46.64
"But_jam",-97.95,27.53
"But_jam",-100.63,32.89
"But_jam",-97.94,26.16
"But_jam",-124.1,49.19
"But_jam",-66.79,50.63
"But_jam",-70.34,45.78
"But_jam",-86.06,37.26
"But_jam",-94.62,34.77
"But_jam",-96.6,31.43
"But_jam",-77.98,36.25
"But_jam",-76.52,39.63
"But_jam",-89.66,36.13
"But_jam",-82.63,42.8
"But_jam",-98.05,32.16
"But_jam",-92.96,30.28
"But_jam",-86.13,32.59
"But_jam",-77.55,39.58
"But_jam",-112.31,50.16
"But_jam",-74.2,43.37
"But_jam",-62.58,44.94
"But_jam",-77.31,39.29
"But_jam",-115.61,38.15
"But_jam",-120.46,46.39
"But_jam",-77.29,41.07
"But_jam",-76.93,42.8
"But_jam",-80.1,39.19
"But_jam",-108.42,40.07
"But_jam",-122.62,41.01
"But_jam",-73.51,43.03
"But_jam",-99.88,49.43
"But_jam",-108.35,46.9
"But_jam",-71.63,48.03
"But_jam",-104.14,53.47
"But_jam",-107.06,46.58
"But_jam",-88.12,32.68
"But_jam",-90.97,35.4
"But_jam",-86.7,40.15
"But_jam",-94.04,34.97
"But_jam",-113.69,38.81
"But_jam",-67.53,47.07
"But_jam",-107.87,40.05
"But_jam",-95.03,40.03
"But_jam",-97.84,30.52
"But_jam",-80.97,25.75
"But_jam",-123.29,43.13
"But_jam",-93.81,46.24
"But_jam",-91.12,33.61
"But_jam",-110.42,42.83
"But_jam",-77.94,42.28
"But_jam",-94.67,36.32
"But_jam",-104.46,38.55
"But_jam",-103.32,53.13
"But_jam",-94.74,37.31
"But_jam",-99.39,37.83
"But_jam",-83.67,30.29
"But_jam",-87.14,46.3
"But_jam",-87.78,39.01
"But_jam",-106.76,38.51
"But_jam",-79.41,38.79
"But_jam",-78.21,36.18
"But_jam",-117.34,52.98
"But_jam",-98.04,41.89
"But_jam",-75.46,40.17
"But_jam",-80.68,32.54
"But_jam",-94.08,47.56
"But_jam",-100.93,52.38
"But_jam",-92.83,37.34
"But_jam",-119.7,43.34
"But_jam",-102.1,36.03
"But_jam",-122.29,40.87
"But_jam",-84.52,43.18
"But_jam",-72.3,45.76
"But_jam",-96.94,29.02
"But_jam",-111.33,32.96
"But_jam",-106.61,31.85
"But_jam",-104.57,52.13
"But_jam",-77.02,39.03
"But_jam",-80.46,33.32
"But_jam",-95.82,34.95
"But_jam",-94.12,33.7
"But_jam",-114.28,42.33
"But_jam",-88.23,38.25
"But_jam",-96.63,47.51
"But_jam",-78.51,38.58
"But_jam",-100.49,44.39
"But_jam",-114.73,49.29
"But_jam",-96.21,34.51
"But_jam",-89.08,42.07
"But_jam",-114.17,44.61
"But_jam",-76.69,44.51
"But_jam",-117.25,54.77
"But_jam",-95.57,35.73
"But_jam",-114.71,35.71
"But_jam",-88.39,31.29
"But_jam",-118.65,46.82
"But_jam",-63.91,45.65
"But_jam",-117.8,35.61
"But_jam",-92.56,32.97
"But_lag",-163.3,67.85
"But_lag",-53.89,49.01
"But_lin",-122.23,37.17
"But_lin",-94.18,30.6
"But_lin",-98.16,36.65
"But_lin",-89.69,34.96
"But_lin",-92.75,36.21
"But_lin",-83.99,33.01
"But_lin",-88.94,37.32
"But_lin",-94.89,35.84
"But_lin",-82.16,30.25
"But_lin",-89.51,30.62
"But_lin",-82.03,39.99
"But_lin",-76.93,35.24
"But_lin",-73.31,43.21
"But_lin",-84.57,38.38
"But_lin",-78.56,44.52
"But_lin",-77,35.27
"But_lin",-94.04,33.1
"But_lin",-80.11,32.79
"But_lin",-82.81,30.02
"But_lin",-85.01,30.32
"But_lin",-76.93,42.8
"But_lin",-79.2,34.47
"But_lin",-77.96,37.06
"But_lin",-81.79,35.86
"But_lin",-71.12,42.01
"But_lin",-86.67,36.51
"But_lin",-82.75,36.7
"But_lin",-81.91,30.72
"But_lin",-81.55,35.08
"But_lin",-84.79,34.05
"But_lin",-84.98,29.99
"But_lin",-82.16,45.83
"But_lin",-89.13,33.56
"But_lin",-76.96,37.26
"But_lin",-123.64,40.62
"But_lin",-74.59,39.75
"But_lin",-90.1,29.69
"But_lin",-87.88,43.38
"But_lin",-81.67,30.93
"But_lin",-85.06,32.15
"But_lin",-97.81,32.29
"But_lin",-77.58,46.45
"But_lin",-88.63,45.37
"But_lin",-76.19,39.71
"But_lin",-87.67,39.15
"But_lin",-80.39,26.97
"But_lin",-87.35,37.11
"But_lin",-85.21,31.01
"But_lin",-74.24,43.97
"But_lin",-123.05,38.34
"But_lin",-89.25,36.83
"But_lin",-78.95,36.09
"But_lin",-80.3,38.74
"But_lin",-90.19,33.99
"But_lin",-84.22,33.63
"But_lin",-85.72,36.82
"But_lin",-94.1,46.37
"But_lin",-76.9,35.05
"But_lin",-84.23,35.34
"But_lin",-97.21,34.14
"But_lin",-75.12,38.31
"But_lin",-92.43,44.65
"But_lin",-79.72,38.8
"But_lin",-88.35,30.94
"But_lin",-86.89,31
"But_lin",-76.72,36.29
"But_lin",-75.57,38.3
"But_lin",-93.28,36.12
"But_lin",-120.89,35.26
"But_lin",-77.75,45.5
"But_lin",-77.71,35.28
"But_lin",-78.59,36.86
"But_lin",-93.47,36.39
"But_lin",-79.3,38.21
"But_lin",-119.44,36.77
"But_lin",-76.8,37.73
"But_lin",-84.04,35.17
"But_lin",-73.41,45.73
"But_lin",-82.12,27.44
"But_lin",-91.61,38.92
"But_lin",-90.51,34.93
"But_pla",-93.17,30.41
"But_pla",-85.44,39.47
"But_pla",-80.92,35.69
"But_pla",-74.72,44.54
"But_pla",-65.28,44.35
"But_pla",-69.37,48.84
"But_pla",-85.79,49.15
"But_pla",-79.22,40.22
"But_pla",-92.66,50.04
"But_pla",-73.51,43.03
"But_pla",-77.58,39.26
"But_pla",-83.09,38.42
"But_pla",-77.7,45.08
"But_pla",-86.34,36.93
"But_pla",-71.81,46.32
"But_pla",-72.36,42.27
"But_pla",-86.07,42.62
"But_pla",-81.25,31.77
"But_pla",-63.7,44.7
"But_pla",-81.18,47.63
"But_pla",-70.62,47.65
"But_pla",-73.23,40.8
"But_pla",-78.56,44.52
"But_pla",-87.21,31.74
"But_pla",-71.8,41.96
"But_pla",-71.3,44.87
"But_pla",-69.97,44.01
"But_pla",-75.59,39.75
"But_pla",-80.91,36.75
"But_pla",-88.01,36.36
"But_pla",-78.59,42.08
"But_pla",-87.22,32.44
"But_pla",-83.58,32.15
"But_pla",-78.09,45.07
"But_pla",-71.85,42.44
"But_pla",-79.09,41.3
"But_pla",-79.07,39.87
"But_pla",-82.39,35.3
"But_pla",-76.16,42.21
"But_pla",-98.88,52.55
"But_pla",-89.05,44.21
"But_pla",-100.25,48.85
"But_pla",-74.6,40.2
"But_pla",-84.72,31.75
"But_pla",-85.3,29.78
"But_pla",-94.78,34.25
"But_pla",-89.85,30.27
"But_pla",-94.34,35.62
"But_pla",-71.48,45.72
"But_pla",-93.74,51.67
"But_pla",-79.8,46.98
"But_pla",-91.34,47.55
"But_pla",-77.04,39.52
"But_pla",-92.13,32.05
"But_pla",-86.3,37.6
"But_pla",-70.98,43.92
"But_pla",-90.08,37.68
"But_pla",-87.08,37.24
"But_pla",-83.8,30.67
"But_pla",-88.17,33.69
"But_pla",-79.24,37.61
"But_pla",-72.85,48.43
"But_pla",-96.56,50.45
"But_pla",-78.21,36.18
"But_pla",-116.22,54.13
"But_pla",-92.28,32.95
"But_pla",-90.91,46.33
"But_pla",-67.83,46.77
"But_pla",-78.09,44.28
"But_pla",-86.27,31.41
"But_pla",-89.13,45.7
"But_pla",-75.57,46.03
"But_pla",-88.82,48.34
"But_pla",-84.87,44.75
"But_pla",-85.74,30.95
"But_reg",-112.48,40.6
"But_reg",-101.51,47.75
"But_reg",-107.99,44.41
"But_reg",-104.91,41.22
"But_reg",-107.97,41.67
"But_reg",-105.79,43.75
"But_reg",-118.37,46.24
"But_reg",-107.22,33.51
"But_reg",-118.59,43.59
"But_reg",-99.86,45.01
"But_reg",-105.3,41.19
"But_reg",-99.63,47.07
"But_reg",-109.18,41.57
"But_reg",-111.2,41.28
"But_reg",-101.93,47.41
"But_reg",-103.44,40.21
"But_reg",-98.24,47.49
"But_reg",-109.53,49.94
"But_reg",-104.54,40.86
"But_reg",-112.64,45.38
"But_reg",-108.84,41.89
"But_reg",-113.03,50.6
"But_reg",-103.66,40.58
"But_reg",-100.24,38.9
"But_sp.",-77.59,38.62
"But_sp.",-82.48,35.59
"But_sp.",-108.48,37.27
"But_sp.",-95.24,29.13
"But_sp.",-100,42.59
"But_sp.",-103.17,43.19
"But_sp.",-101.33,34.05
"But_sp.",-96.08,29.73
"But_sp.",-106.72,44.79
"But_sp.",-117.73,47.08
"But_swa",-110.63,39.67
"But_swa",-98.29,33.68
"But_swa",-112.49,46.62
"But_swa",-104.48,33.5
"But_swa",-108.77,34.46
"But_swa",-111.86,39.24
"But_swa",-106.39,41.69
"But_swa",-99.67,33.39
"But_swa",-120.82,46.55
"But_swa",-112.02,50.3
"But_swa",-101.07,45.19
"But_swa",-109.52,42.69
"But_swa",-115.1,44.46
"But_swa",-119.7,43.34
"But_swa",-94.61,38.22
"But_swa",-97.46,34.42
"But_swa",-122.01,41.82
"But_swa",-98.43,44.04
"But_swa",-122.06,39.55
"But_swa",-104.25,44.51
"But_swa",-105.86,53.1
"But_swa",-103.8,40.35
"But_swa",-100.54,42.29
"But_swa",-115.87,50.24
"But_swa",-108.8,47.27
"But_swa",-97.6,36.23
"But_swa",-109.42,47.79
"But_swa",-99.16,31.5
"But_swa",-97.41,47.96
"But_swa",-120.12,44.67
"But_swa",-117.06,46.34
