"Species","Longitude","Latitude"
"Pan_hal",-81.12,44.78
"Pan_hal",-120.64,46.79
"Pan_hal",-89.13,45.7
"Pan_hal",-146.52,62.23
"Pan_hal",-147.18,61.94
"Pan_hal",-89.97,29.69
"Pan_hal",-68.53,45.61
"Pan_hal",-89.07,46.2
"Pan_hal",-110.53,33.18
"Pan_hal",-121.49,42.27
"Pan_hal",-72.5,41.27
"Pan_hal",-86.01,46.32
"Pan_hal",-118.1,36.51
"Pan_hal",-114.19,48.7
"Pan_hal",-76.51,37.23
"Pan_hal",-113.68,55.9
"Pan_hal",-82.33,27.77
"Pan_hal",-121.91,56.03
"Pan_hal",-74.68,41.31
"Pan_hal",-77.29,36.6
"Pan_hal",-74.79,43.72
"Pan_hal",-121.58,40.12
"Pan_hal",-76.32,40.3
"Pan_hal",-79,43.26
"Pan_hal",-71.45,48.84
"Par_mot",-91.26,32.86
"Par_mot",-93.57,31.67
"Par_mot",-85.75,33.61
"Par_mot",-80.28,37.49
"Par_mot",-82.77,32.74
"Par_mot",-91.89,33.31
"Par_mot",-81.59,36.27
"Par_mot",-79.82,38.37
"Par_mot",-76.28,40.19
"Par_mot",-93.66,35.43
"Par_mot",-81.28,34.45
"Par_mot",-77.02,39.64
"Par_mot",-78.98,37.33
"Par_mot",-76.48,41.12
"Par_mot",-95.5,37.85
"Par_mot",-82.13,34.77
"Par_mot",-89.27,37.2
"Par_mot",-86.47,34.21
"Par_mot",-77.82,40.77
"Par_mot",-95.12,38.68
"Par_mot",-77.75,40.65
"Par_mot",-91.68,40.77
"Par_mot",-81.8,38.58
"Par_mot",-82.09,34.04
"Par_mot",-80.68,37.08
"Par_mot",-86.13,42.51
"Par_mot",-87.33,35.88
"Par_mot",-85.71,34.03
"Par_mot",-72.1,42.38
"Par_mot",-80.21,34.19
"Par_mot",-72.63,44.32
"Par_mot",-90.15,46.34
"Par_mot",-73.18,42.42
"Par_mot",-84.46,34.14
"Par_mot",-84.73,34.57
"Par_mot",-78.1,42.62
"Par_mot",-78.67,39.14
"Par_mot",-92.79,34.62
"Par_mot",-79.85,39.57
"Par_mot",-78.85,38.97
"Par_mot",-79.37,40.8
"Par_mot",-80.77,40.28
"Par_mot",-91.37,32.31
"Par_mot",-77.02,39.03
"Par_mot",-77.97,41.55
"Par_mot",-78.69,37.9
"Par_mot",-98.91,36.19
"Par_mot",-78.14,40.57
"Par_nov",-74.8,41.12
"Par_nov",-158.62,59.27
"Par_nov",-69.86,44.32
"Par_nov",-117.19,48.85
"Par_nov",-91.48,45.31
"Par_nov",-76.93,42.8
"Par_nov",-99.81,49.49
"Par_nov",-79.17,39.54
"Par_nov",-69.51,46.6
"Par_nov",-71.85,42.44
"Par_nov",-77.91,41.64
"Par_nov",-54.48,49.27
"Par_nov",-127.89,55.16
"Par_nov",-71.35,44.12
"Par_nov",-116.67,51.25
"Par_nov",-78.58,46.64
"Par_nov",-114.42,50.48
"Par_nov",-80.37,38.34
"Par_nov",-56.79,48.81
"Par_nov",-63.74,44.5
"Par_nov",-75.97,44.77
"Par_nov",-78.99,46.64
"Par_nov",-64.47,44.52
"Par_nov",-73.64,50.44
"Par_nov",-67.54,46.36
"Par_nov",-77.95,48.53
"Par_nov",-119.11,52.53
"Par_nov",-79.35,41.53
"Par_nov",-82.83,45.81
"Par_nov",-122.92,58.84
"Par_nov",-66.26,48.22
"Par_nov",-90.54,45.09
"Par_nov",-145.92,61.06
"Par_nov",-74.09,45.78
"Par_nov",-76.49,46.36
"Par_nov",-67.7,48.78
"Par_nov",-89.69,46.42
"Par_nov",-83.94,47.6
"Par_nov",-86.39,46.36
"Par_nov",-80.27,45.52
"Par_nov",-152.12,66.24
"Par_nov",-68.23,46.75
"Par_nov",-148.75,61.73
"Par_nov",-111.76,45.91
"Par_nov",-117.94,49.37
"Par_nov",-67.14,46.84
"Par_nov",-63.7,45.43
"Par_nov",-149.71,67.67
"Par_nov",-112.77,60.05
"Par_nov",-54.85,47.57
"Par_nov",-122.41,51.96
"Par_nov",-136.71,66.44
"Par_nov",-80.54,44.06
"Par_nov",-69.25,44.12
"Par_nov",-85.89,43.06
"Par_nov",-97.83,50.71
"Par_nov",-94.55,48.27
"Par_nov",-102.37,52.67
"Par_uni",-100.09,28.49
"Par_uni",-101.66,30.87
"Par_uni",-98.51,27.3
"Par_uni",-97.7,27.35
"Pas_amo",-111.95,35.16
"Pas_amo",-106.12,42.87
"Pas_amo",-103.43,46.21
"Pas_amo",-121.18,36.76
"Pas_amo",-120.49,46.66
"Pas_amo",-110.89,40.46
"Pas_amo",-109.39,38.45
"Pas_amo",-118,37.42
"Pas_amo",-111.26,44.03
"Pas_amo",-121.98,47.74
"Pas_amo",-107.31,47.5
"Pas_amo",-119.37,46.91
"Pas_amo",-103.99,41.7
"Pas_amo",-112.5,41.26
"Pas_amo",-116.51,44.2
"Pas_amo",-109.63,43.53
"Pas_amo",-116.4,38.88
"Pas_amo",-121.68,37.25
"Pas_amo",-111.8,41.63
"Pas_amo",-118.74,50.44
"Pas_amo",-115.1,44.46
"Pas_amo",-111.76,45.91
"Pas_amo",-116.04,44.58
"Pas_amo",-121.16,36.75
"Pas_amo",-121.78,44.5
"Pas_amo",-123.59,43.65
"Pas_amo",-112.64,45.38
"Pas_amo",-119.27,48.72
"Pas_amo",-111.52,38.31
"Pas_amo",-122.53,41.14
"Pas_amo",-109.11,33.61
"Pas_amo",-107.87,37.24
"Pas_amo",-118.65,42.35
"Pas_amo",-104.84,48.84
"Pas_amo",-108.46,38.07
"Pas_amo",-105.89,42.44
"Pas_amo",-120.75,42.35
"Pas_amo",-98.75,39.34
"Pas_cae",-88.07,34.29
"Pas_cae",-101.58,34.38
"Pas_cae",-95.13,36.92
"Pas_cae",-89.51,30.94
"Pas_cae",-83.26,31.21
"Pas_cae",-87.6,30.37
"Pas_cae",-86.19,31.91
"Pas_cae",-102.28,44.66
"Pas_cae",-104.42,38.06
"Pas_cae",-77.86,39.44
"Pas_cae",-81.74,34.39
"Pas_cae",-76.01,39.63
"Pas_cae",-112.43,34.64
"Pas_cae",-79.42,39.99
"Pas_cae",-88.09,34.66
"Pas_cae",-89.13,33.56
"Pas_cae",-103.3,29.27
"Pas_cae",-82.65,35.91
"Pas_cae",-88.11,30.25
"Pas_cae",-96.1,37.3
"Pas_cae",-87.37,41.39
"Pas_cae",-114.67,33.23
"Pas_cae",-89.81,37.24
"Pas_cae",-84.49,32.94
"Pas_cae",-87.82,33.14
"Pas_cae",-122.24,39.76
"Pas_cae",-104.77,37.62
"Pas_cae",-111.66,37.08
"Pas_cae",-116.79,33.2
"Pas_cae",-91.61,38.92
"Pas_cae",-78.47,39.06
"Pas_cae",-85.55,32.31
"Pas_cae",-92.56,39.43
"Pas_cae",-90.57,32.11
"Pas_cae",-84.35,36.05
"Pas_cae",-81.83,34.21
"Pas_cae",-91.36,35.31
"Pas_cae",-77.57,39.65
"Pas_cae",-81.8,38.58
"Pas_cae",-109.12,39.08
"Pas_cae",-96.06,36.77
"Pas_cae",-82.21,35.18
"Pas_cae",-76.99,37.08
"Pas_cae",-92.79,34.62
"Pas_cae",-99.81,32.59
"Pas_cae",-97.86,36.88
"Pas_cae",-82.26,29.55
"Pas_cae",-108.12,35.27
"Pas_cae",-100.74,34.6
"Pas_cae",-77.69,36.47
"Pas_cae",-94.09,31.12
"Pas_cae",-84.4,35.1
"Pas_cae",-96.18,43.59
"Pas_cae",-91.65,32.39
"Pas_cae",-88.86,36.91
"Pas_cae",-75.9,39.52
"Pas_cae",-82.3,28.33
"Pas_cae",-97.26,37.23
"Pas_cae",-77.82,37.98
"Pas_cae",-97.84,30.52
"Pas_cae",-106.99,33.18
"Pas_cae",-90.04,32.09
"Pas_cae",-92.37,38.32
"Pas_cae",-76.67,38.99
"Pas_cae",-96.74,42.19
"Pas_cae",-91.2,30.41
"Pas_cae",-74.3,39.65
"Pas_cae",-95.78,35.17
"Pas_cae",-103.61,29.17
"Pas_cae",-116.8,33.5
"Pas_cae",-109.92,31.92
"Pas_cae",-94.65,34.39
"Pas_cae",-103.35,38.76
"Pas_cae",-87.35,37.11
"Pas_cae",-103.88,42.93
"Pas_cae",-101.07,45.19
"Pas_cae",-89.97,29.69
"Pas_cae",-98.97,36.66
"Pas_cae",-76.32,39.49
"Pas_cae",-96.37,42.49
"Pas_cae",-93.84,38.19
"Pas_cae",-83.45,32.4
"Pas_cae",-93.24,34.83
"Pas_cir",-96.53,39.65
"Pas_cir",-97.55,33.29
"Pas_cir",-93.43,32.59
"Pas_cir",-93.28,36.12
"Pas_cir",-93.55,32.75
"Pas_cir",-93.66,35.43
"Pas_cir",-81.84,32.64
"Pas_cir",-80.87,28.75
"Pas_cir",-92.28,32.95
"Pas_cir",-94.57,32.39
"Pas_cir",-98.97,36.66
"Pas_cir",-95.24,29.13
"Pas_cir",-92.2,35.57
"Pas_cir",-91.74,36.1
"Pas_cir",-99.73,27.71
"Pas_cir",-91.22,33.8
"Pas_cir",-90.5,34.42
"Pas_cir",-95.87,31.81
"Pas_cir",-96.81,32.73
"Pas_cir",-92.35,32.31
"Pas_cir",-99.42,31.59
"Pas_cir",-81.42,31.36
"Pas_cir",-105.55,31
"Pas_cir",-91.23,36.31
"Pas_cya",-99.27,39.34
"Pas_cya",-77.58,39.26
"Pas_cya",-78.58,34.89
"Pas_cya",-75.57,38.3
"Pas_cya",-72.72,43.75
"Pas_cya",-87,33.53
"Pas_cya",-91.82,30.06
"Pas_cya",-92.57,48.3
"Pas_cya",-104.18,44.27
"Pas_cya",-78.41,39.69
"Pas_cya",-79.47,35.99
"Pas_cya",-79.69,36.26
"Pas_cya",-72.14,41.78
"Pas_cya",-75.24,38.67
"Pas_cya",-78.12,39.64
"Pas_cya",-84.22,33.63
"Pas_cya",-105.68,35.57
"Pas_cya",-85.13,44.28
"Pas_cya",-81.04,38
"Pas_cya",-74.4,42.65
"Pas_cya",-80.49,46.1
"Pas_cya",-83.73,40.15
"Pas_cya",-96.29,35.97
"Pas_cya",-71.85,42.44
"Pas_cya",-108.81,39.4
"Pas_cya",-95.45,44.96
"Pas_cya",-89.6,29.38
"Pas_cya",-73.71,45.37
"Pas_cya",-80.77,40.28
"Pas_cya",-89.51,30.62
"Pas_cya",-67.57,44.82
"Pas_cya",-90.5,34.42
"Pas_cya",-86.14,37.26
"Pas_cya",-85.75,42.35
"Pas_cya",-85.81,44.78
"Pas_cya",-91.81,47.07
"Pas_cya",-96.43,37.8
"Pas_cya",-92.55,39.03
"Pas_cya",-91.99,44.06
"Pas_cya",-83.07,29.69
"Pas_cya",-85.19,43.11
"Pas_cya",-79.8,35.34
"Pas_cya",-101.14,44.37
"Pas_cya",-83.8,30.67
"Pas_cya",-85.75,33.61
"Pas_cya",-75.97,39.38
"Pas_cya",-82.82,36.68
"Pas_cya",-79.28,47.02
"Pas_cya",-83.26,43.24
"Pas_cya",-85.45,33.94
"Pas_cya",-80.68,37.08
"Pas_cya",-98.95,34.87
"Pas_cya",-87.07,40.97
"Pas_cya",-75.43,43.02
"Pas_cya",-81.08,41.47
"Pas_cya",-72.85,43.29
"Pas_cya",-83.75,32.55
"Pas_cya",-103.65,44.21
"Pas_cya",-77.23,39.98
"Pas_cya",-87.78,39.32
"Pas_cya",-93.5,31.07
"Pas_cya",-73.99,42.35
"Pas_cya",-90.1,29.69
"Pas_cya",-76.49,39.54
"Pas_cya",-81,41.18
"Pas_cya",-76.42,40.14
"Pas_cya",-85.8,44.12
"Pas_cya",-90.99,36.73
"Pas_cya",-76.6,44.51
"Pas_cya",-106.43,45.83
"Pas_cya",-86.1,31.22
"Pas_cya",-81.03,39.09
"Pas_cya",-79.77,47.99
"Pas_cya",-85.47,33.93
"Pas_cya",-97.69,49.52
"Pas_cya",-79.64,39.49
"Pas_cya",-93.66,35.43
"Pas_cya",-76.65,45.59
"Pas_cya",-91.56,39.64
"Pas_cya",-73.77,44.15
"Pas_cya",-82.26,29.55
"Pas_cya",-95.32,37.51
"Pas_cya",-92.6,33.9
"Pas_cya",-84.25,39.67
"Pas_cya",-76.53,39.06
"Pas_cya",-95.12,38.68
"Pas_cya",-77.23,42.67
"Pas_cya",-72.91,41.7
"Pas_cya",-94.31,43.59
"Pas_cya",-96.36,36.75
"Pas_cya",-88.73,46.51
"Pas_cya",-85.47,42.57
"Pas_cya",-86.38,33.86
"Pas_cya",-83.39,31.91
"Pas_cya",-85.84,41.1
"Pas_cya",-76.82,38.72
"Pas_cya",-76.93,42.8
"Pas_cya",-84.16,38.43
"Pas_cya",-77.04,39.52
"Pas_cya",-78.77,38.26
"Pas_cya",-74.97,45.17
"Pas_cya",-96.87,39.9
"Pas_cya",-90.55,39.29
"Pas_cya",-76.7,42.95
"Pas_cya",-87.71,39.4
"Pas_cya",-94.7,30.68
"Pas_cya",-86.71,45.94
"Pas_cya",-85.74,30.95
"Pas_cya",-80.31,37.66
"Pas_cya",-82.41,30.22
"Pas_cya",-73.3,42.73
"Pas_cya",-99.45,30.99
"Pas_cya",-86.02,37.62
"Pas_cya",-69.44,45.02
"Pas_cya",-76.85,39.02
"Pas_cya",-78.01,36.61
"Pas_cya",-74.18,45.43
"Pas_cya",-80.74,41.68
"Pas_cya",-81.95,37.02
"Pas_cya",-96.13,32.57
"Pas_cya",-83.01,34.93
"Pas_cya",-118.4,34.67
"Pas_cya",-85.24,30.53
"Pas_cya",-74.09,45.78
"Pas_dom",-128.58,54.37
"Pas_dom",-75.34,40.8
"Pas_dom",-127.32,55
"Pas_dom",-95.31,48.79
"Pas_dom",-91.82,36.57
"Pas_dom",-83.67,30.29
"Pas_dom",-84.56,37.88
"Pas_dom",-76.99,35.69
"Pas_dom",-84.35,36.05
"Pas_dom",-84.01,45.1
"Pas_dom",-105.07,33.68
"Pas_dom",-81.42,27.32
"Pas_dom",-85.13,42.6
"Pas_dom",-90.85,32.34
"Pas_dom",-119.27,48.72
"Pas_dom",-110.92,51.44
"Pas_dom",-95.91,38.97
"Pas_dom",-71.43,42.43
"Pas_dom",-89.36,36.31
"Pas_dom",-108.08,49.82
"Pas_dom",-97.37,38.91
"Pas_dom",-85.84,41.1
"Pas_dom",-85.81,44.78
"Pas_dom",-98.32,34.1
"Pas_dom",-82.07,30.71
"Pas_dom",-97.86,36.88
"Pas_dom",-78.37,43.99
"Pas_dom",-102.74,38.3
"Pas_dom",-89.76,42.14
"Pas_dom",-107.77,34.04
"Pas_dom",-102.21,38.25
"Pas_dom",-74.93,40.51
"Pas_dom",-120.57,46.96
"Pas_dom",-83.7,33.68
"Pas_dom",-108.36,52
"Pas_dom",-116.68,32.98
"Pas_dom",-68.91,45.02
"Pas_dom",-116.95,34.46
"Pas_dom",-79.97,43.88
"Pas_dom",-120.64,43.31
"Pas_dom",-98.27,34.78
"Pas_dom",-97.23,27.99
"Pas_dom",-93.1,46.39
"Pas_dom",-94.16,32.44
"Pas_dom",-101.56,33.18
"Pas_dom",-79.04,41.64
"Pas_dom",-100.3,31.39
"Pas_dom",-82.27,33.81
"Pas_dom",-80.77,25.66
"Pas_dom",-105.8,36.08
"Pas_dom",-72.67,44.53
"Pas_dom",-64.97,46.88
"Pas_dom",-122.79,45.38
"Pas_dom",-89.36,36.31
"Pas_dom",-93.15,31.48
"Pas_dom",-81.5,40.25
"Pas_dom",-93.67,33.66
"Pas_dom",-80.47,44.31
"Pas_dom",-78.9,42.28
"Pas_dom",-97.56,30.34
"Pas_dom",-111.84,37.82
"Pas_dom",-120.71,41.68
"Pas_dom",-89.87,43.45
"Pas_dom",-116.94,35
"Pas_dom",-96.76,46.41
"Pas_dom",-120.15,51.32
"Pas_dom",-86.28,32.13
"Pas_dom",-110.17,38.98
"Pas_dom",-122.77,44.71
"Pas_dom",-103.88,37.95
"Pas_dom",-79.83,41.05
"Pas_dom",-84.22,33.63
"Pas_dom",-78.69,37.9
"Pas_dom",-88.83,41.08
"Pas_dom",-92.99,47.07
"Pas_dom",-92.24,45.6
"Pas_dom",-92.43,30.77
"Pas_dom",-118.14,46.26
"Pas_dom",-98.17,31.43
"Pas_dom",-92.52,40.17
"Pas_dom",-89.53,43.56
"Pas_dom",-75.78,35.91
"Pas_dom",-102.29,37.69
"Pas_dom",-76.24,38.37
"Pas_dom",-80.3,38.74
"Pas_dom",-108.14,44.37
"Pas_dom",-91.24,45.87
"Pas_dom",-110.63,39.67
"Pas_dom",-77.57,39.65
"Pas_dom",-120.3,36.31
"Pas_dom",-92.53,42.24
"Pas_dom",-103.34,40.85
"Pas_dom",-78.35,48.18
"Pas_dom",-65.37,43.24
"Pas_dom",-85.72,42.05
"Pas_dom",-75.88,38.78
"Pas_dom",-83.07,29.69
"Pas_dom",-94.46,35.23
"Pas_dom",-80.05,33.69
"Pas_dom",-87.51,37.19
"Pas_dom",-81.91,30.72
"Pas_dom",-75.99,40.64
"Pas_dom",-100.83,34.93
"Pas_dom",-113.55,37.66
"Pas_dom",-89.9,30.28
"Pas_dom",-87.14,39.53
"Pas_dom",-78.22,40.73
"Pas_dom",-74.6,40.2
"Pas_dom",-76.65,45.59
"Pas_dom",-70.87,42.08
"Pas_dom",-89.24,37.23
"Pas_dom",-93.4,36.88
"Pas_dom",-83.6,33.61
"Pas_dom",-73.43,46.36
"Pas_dom",-118.29,33.79
"Pas_dom",-87.52,32.78
"Pas_dom",-75.15,38.25
"Pas_dom",-83.41,30.94
"Pas_dom",-79.58,40.37
"Pas_dom",-76.08,36.61
"Pas_dom",-74.99,46.39
"Pas_dom",-80.85,43.09
"Pas_dom",-97.88,43.28
"Pas_dom",-88.95,44.43
"Pas_dom",-96.06,36.77
"Pas_dom",-98.06,30.25
"Pas_dom",-82.07,42.52
"Pas_dom",-104.38,39.72
"Pas_dom",-103.51,43.93
"Pas_dom",-119.09,50.27
"Pas_dom",-122.56,41.9
"Pas_dom",-111.92,46.12
"Pas_dom",-88.78,30.51
"Pas_dom",-124.12,40.24
"Pas_dom",-75.57,46.03
"Pas_dom",-70.64,43.25
"Pas_dom",-90.66,43.04
"Pas_dom",-70.96,44.63
"Pas_dom",-95.48,46.75
"Pas_dom",-94.04,29.91
"Pas_dom",-81.23,37.8
"Pas_dom",-73.23,40.8
"Pas_dom",-71.88,43.46
"Pas_dom",-81.64,32.88
"Pas_dom",-79.09,41.3
"Pas_dom",-74.84,39.7
"Pas_dom",-74.11,40.83
"Pas_dom",-96.2,30.53
"Pas_dom",-81.48,34.09
"Pas_dom",-90.17,39.42
"Pas_dom",-79.17,39.44
"Pas_dom",-80.91,36.75
"Pas_dom",-106.65,33.82
"Pas_dom",-93.66,35.43
"Pas_dom",-76.27,44.79
"Pas_dom",-93.02,29.77
"Pas_dom",-89.13,45.7
"Pas_dom",-97.69,30.66
"Pas_dom",-85.75,33.61
"Pas_dom",-89.38,35.05
"Pas_dom",-84.81,42.1
"Pas_dom",-119.84,36.55
"Pas_dom",-77.23,39.98
"Pas_dom",-84.56,44.09
"Pas_dom",-98.72,48.28
"Pas_dom",-76.82,39.35
"Pas_dom",-88.94,37.32
"Pas_dom",-92.5,45.96
"Pas_dom",-64.97,46.73
"Pas_dom",-96.22,28.61
"Pas_dom",-95.2,44.53
"Pas_dom",-87.19,34.64
"Pas_dom",-87.67,49.67
"Pas_dom",-110.89,54.06
"Pas_dom",-124.08,46.27
"Pas_dom",-106.43,45.83
"Pas_dom",-75.94,36.32
"Pas_dom",-123.26,44.72
"Pas_ili",-134.77,58.44
"Pas_ili",-123.69,42.42
"Pas_ili",-114.73,49.29
"Pas_ili",-119.7,43.34
"Pas_ili",-121.01,47.23
"Pas_ili",-56.79,48.81
"Pas_ili",-118.77,50.21
"Pas_ili",-149.44,61.58
"Pas_ili",-111.52,44.6
"Pas_ili",-121.26,41.1
"Pas_ili",-120.63,39.78
"Pas_ili",-112.77,60.05
"Pas_ili",-123.63,44.51
"Pas_ili",-124.14,41.7
"Pas_ili",-123.39,48.11
"Pas_ili",-124.27,48.25
"Pas_ili",-135.16,57.02
"Pas_ili",-143.99,63.62
"Pas_ili",-108.09,37.78
"Pas_ili",-70.58,48.03
"Pas_ili",-115.63,40.35
"Pas_ili",-114.72,54.12
"Pas_ili",-120.57,39.07
"Pas_ili",-53.49,47.72
"Pas_ili",-118.87,42.96
"Pas_ili",-55.73,47.09
"Pas_ili",-123.64,40.62
"Pas_ili",-67.52,48.85
"Pas_ili",-118.54,43.69
"Pas_ili",-117.27,48.39
"Pas_ili",-117.88,48.85
"Pas_ili",-130.41,60.09
"Pas_mon",-88.75,40.28
"Pas_mon",-90.51,40.86
"Pas_san",-79.92,43.96
"Pas_san",-72.7,48.76
"Pas_san",-84.97,44.82
"Pas_san",-83.05,42.4
"Pas_san",-119.05,46.77
"Pas_san",-141.41,64.17
"Pas_san",-95.12,47.79
"Pas_san",-79.95,41.75
"Pas_san",-109.33,38.58
"Pas_san",-74.47,43.73
"Pas_san",-119.05,48.22
"Pas_san",-109.38,38.45
"Pas_san",-104.37,44.97
"Pas_san",-102.87,37.21
"Pas_san",-71.71,44.18
"Pas_san",-117.39,33.24
"Pas_san",-117.08,43.67
"Pas_san",-72.17,42.8
"Pas_san",-90.44,42.52
"Pas_san",-119.32,50.67
"Pas_san",-116.03,44.41
"Pas_san",-74.4,43.57
"Pas_san",-104.09,38.84
"Pas_san",-117.68,46.33
"Pas_san",-119.93,44.52
"Pas_san",-83.86,42.49
"Pas_san",-112.77,60.05
"Pas_san",-82.83,45.81
"Pas_san",-105.7,43.28
"Pas_san",-78.82,42.68
"Pas_san",-76.27,44.79
"Pas_san",-78.51,38.58
"Pas_san",-116.83,34.33
"Pas_san",-107.43,53.48
"Pas_san",-122.96,50.14
"Pas_san",-108.19,42.64
"Pas_san",-103.6,52.09
"Pas_san",-93.15,49.87
"Pas_san",-81.67,39.89
"Pas_san",-112.78,41.89
"Pas_san",-83.91,39.89
"Pas_san",-124.2,43.52
"Pas_san",-109.05,40.59
"Pas_san",-74.06,43.69
"Pas_san",-75.02,43.47
"Pas_san",-91.24,45.87
"Pas_san",-111.86,39.24
"Pas_san",-91.69,43.81
"Pas_san",-65.92,44.12
"Pas_san",-85.84,41.1
"Pas_san",-113.79,41.84
"Pas_san",-79.97,44.02
"Pas_san",-106.92,38.59
"Pas_san",-74.4,42.65
"Pas_san",-76.04,42.04
"Pas_san",-72.85,48.43
"Pas_san",-138.52,61.01
"Pas_san",-132.91,60.23
"Pas_san",-83.73,40.15
"Pas_san",-69.97,44.01
"Pas_san",-100.7,49.5
"Pas_san",-126.53,52.39
"Pas_san",-74.72,44.54
"Pas_san",-130.82,61.71
"Pas_san",-123.48,39.69
"Pas_san",-111.47,48.68
"Pas_san",-71.23,45.52
"Pas_san",-76.01,39.63
"Pas_san",-122.53,49.18
"Pas_san",-112.64,45.38
"Pas_san",-113.89,51.55
"Pas_san",-120.53,35.81
"Pas_san",-96.58,48.82
"Pas_san",-108.78,45.56
"Pas_san",-83.81,42.44
"Pas_san",-121.69,49.29
"Pas_san",-119.37,46.91
"Pas_san",-121.47,51.98
"Pas_san",-85.54,40.03
"Pas_san",-118.12,48.68
"Pas_san",-78.76,44.74
"Pas_san",-86.01,46.32
"Pas_san",-84.88,49.19
"Pas_san",-79.19,44.33
"Pas_san",-112.5,41.26
"Pas_san",-103.74,34.02
"Pas_san",-81.27,36.92
"Pas_san",-95.43,51.01
"Pas_san",-146.06,63.05
"Pas_san",-71.62,43.25
"Pas_san",-119.19,54.94
"Pas_san",-157,64.5
"Pas_san",-121,40.04
"Pas_san",-112.78,53.34
"Pas_san",-74.5,41.45
"Pas_san",-101.49,53.59
"Pas_san",-96.08,44.98
"Pas_san",-110.21,64.54
"Pas_san",-111.28,40.05
"Pas_san",-87.97,40.25
"Pas_san",-74.47,45.5
"Pas_san",-110.86,43.54
"Pas_san",-62.58,44.94
"Pas_san",-117.77,42.21
"Pas_san",-73.82,46.57
"Pas_san",-103.43,46.21
"Pas_san",-108.42,49.3
"Pas_san",-63.7,44.7
"Pas_san",-68.53,45.61
"Pas_san",-105.35,44.66
"Pas_san",-107.32,33.75
"Pas_san",-97.94,44.91
"Pas_san",-80.23,43.38
"Pas_san",-113.83,46.57
"Pas_san",-102.76,51.09
"Pas_san",-78.33,40.34
"Pas_san",-107.12,39.66
"Pas_san",-115.65,49.65
"Pas_ver",-104.38,29.57
"Pas_ver",-103.94,30.81
"Pat_fas",-122.34,46.01
"Pat_fas",-123.21,42.97
"Pat_fas",-109.17,33.87
"Pat_fas",-103.58,36.73
"Pat_fas",-122.54,42.11
"Pat_fas",-105.91,40.87
"Pat_fas",-123.59,43.65
"Pat_fas",-121.92,40.34
"Pat_fas",-122.42,42.49
"Pat_fas",-123.63,44.51
"Pat_fas",-118.99,36.27
"Pat_fas",-121.5,46.05
"Pat_fas",-108.14,38.69
"Pat_fas",-120.67,47.74
"Pat_fas",-121.58,41.56
"Pat_fas",-119.31,34.36
"Pel_ery",-101.05,42.01
"Pel_ery",-88.74,43.46
"Pel_ery",-100.66,48.4
"Pel_ery",-97.48,50.28
"Pel_ery",-107.43,53.48
"Pel_ery",-103.66,40.58
"Pel_ery",-94.08,47.56
"Pel_ery",-97.07,50.02
"Pel_ery",-98.31,50.18
"Pel_ery",-121.02,42.39
"Pel_ery",-121.28,36.82
"Pel_ery",-94.25,49.73
"Pel_ery",-95.99,46.44
"Pel_ery",-114.2,50.28
"Pel_ery",-111.47,48.68
"Pel_ery",-121.75,38.09
"Pel_ery",-97.47,43.95
"Pel_ery",-113.57,49.82
"Pel_ery",-120.71,41.68
"Pel_ery",-119.02,43.21
"Pel_occ",-118.29,33.79
"Pel_occ",-83.07,29.69
"Pel_occ",-85.3,29.78
"Per_can",-65.24,43.6
"Per_can",-90.16,51.48
"Per_can",-100.79,54.59
"Per_can",-137.17,60.34
"Per_can",-67.35,45.58
"Per_can",-69.21,46.12
"Per_can",-121.02,42.39
"Per_can",-124.16,40.53
"Per_can",-62.21,45.27
"Per_can",-106.94,44.32
"Per_can",-71.33,47.93
"Per_can",-85.76,48.71
"Per_can",-95.48,50.02
"Per_can",-80.15,48.3
"Per_can",-71.21,44.09
"Per_can",-69.37,47.26
"Per_can",-82.39,47.54
"Per_can",-79.86,49.01
"Per_can",-121.01,47.23
"Per_can",-133.27,62.28
"Per_can",-117.21,45.28
"Per_can",-95.62,56.42
"Per_can",-52.68,47.58
"Per_can",-124.39,51.49
"Per_can",-114.18,62.53
"Per_can",-129.23,60.9
"Per_can",-150.05,63.52
"Per_can",-118.23,44.48
"Per_can",-115.41,51.66
"Per_can",-137.07,60.37
"Per_can",-79.02,45.33
"Per_can",-151.37,60.37
"Per_can",-79.45,48.3
"Per_can",-89.56,46.66
"Per_can",-103.51,43.93
"Per_can",-122.31,43.64
"Per_can",-64.52,53.5
"Per_can",-112.49,59.31
"Per_can",-100.02,53.01
"Per_can",-125.24,50.02
"Per_can",-122.29,44.3
"Per_can",-117.06,46.34
"Per_can",-133.04,61.2
"Per_can",-142.32,63.61
"Per_can",-110.73,44.88
"Per_per",-121.83,50.88
"Per_per",-106.14,50.37
"Per_per",-118.83,46.43
"Per_per",-118.15,47.34
"Per_per",-97.67,44.02
"Per_per",-117.38,47.17
"Per_per",-74.97,45.17
"Per_per",-119.88,47.32
"Per_per",-97.69,49.52
"Per_per",-113.39,50.02
"Per_per",-102.92,43.92
"Per_per",-88.78,44.62
"Per_per",-93.35,42.17
"Per_per",-112.34,52.17
"Per_per",-113.66,49.26
"Per_per",-100.25,48.85
"Per_per",-96.89,43.33
"Per_per",-88.9,43.5
"Per_per",-108.8,47.27
"Per_per",-109.12,49.1
"Per_per",-75.59,44.95
"Per_per",-90.44,42.52
"Pet_ful",-101.66,30.87
"Pet_ful",-104.03,30.04
"Pet_ful",-104.38,29.57
