"longitude","latitude","cluster","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9"
-84.051302,39.501238,1,112,225,-11,1009,111,62,18,306,200,283,200,111,30,9119,294,-71,365,205,-11
-80.602836,37.319831,2,112,209,9,957,99,64,13,277,199,267,199,133,38,7698,285,-60,345,190,9
-81.641879,38.280586,1,120,222,10,1145,132,74,16,340,250,339,250,126,36,8186,293,-57,350,203,73
-84.391997,37.157981,1,128,228,19,1279,126,79,12,357,279,333,309,128,36,8062,300,-51,351,210,187
-82.413102,39.980131,1,102,213,-19,1022,111,59,20,321,196,308,196,123,32,8961,290,-84,374,194,-19
-89.385584,37.693015,1,131,243,8,1129,117,67,17,338,239,293,239,124,32,9067,318,-62,380,131,8
-81.78369,37.827271,1,111,210,3,1202,130,82,13,353,268,341,269,129,37,8001,282,-65,347,191,120
-84.76583,39.437267,1,111,223,-11,1048,116,65,18,316,213,290,213,122,32,9057,299,-76,375,203,-11
-77.849593,42.530463,1,74,187,-47,874,102,45,23,269,147,269,156,118,31,9086,268,-106,374,187,-38
-77.79985,38.781386,1,123,230,11,1037,102,70,12,289,217,288,217,124,34,8426,302,-57,359,209,11
-92.26374,38.568682,5,128,244,1,980,124,38,29,326,144,285,144,124,31,9346,319,-74,393,180,1
-78.009055,40.545216,1,96,206,-22,980,103,62,15,296,194,282,194,116,32,8798,283,-79,362,186,-22
-77.1215,38.919,1,129,237,16,1035,104,71,11,293,225,293,225,117,33,8534,307,-46,353,237,16
-82.54808,35.440242,2,125,215,31,1321,132,99,10,360,299,360,305,134,40,7118,286,-42,328,215,45
-90.364058,32.326308,2,177,264,83,1357,145,75,21,403,237,295,401,128,40,7049,330,12,318,99,228
-82.121864,39.386147,1,109,216,-8,1020,112,64,18,311,206,303,206,129,35,8662,292,-76,368,197,-8
-82.223273,36.560937,2,125,221,23,1133,118,74,12,326,244,316,266,131,38,7638,292,-45,337,203,132
-83.152402,38.725909,1,116,222,1,1062,110,67,16,310,226,304,226,127,34,8535,297,-66,363,204,1
-75.794754,40.195202,1,107,218,-10,1133,111,73,12,324,243,314,248,113,31,8809,290,-70,360,197,3
-82.73423,39.866345,1,106,218,-16,981,106,56,20,308,188,295,188,118,31,9041,292,-79,371,198,-16
-77.428537,39.777145,1,105,214,-11,1080,106,75,10,304,233,285,233,116,32,8694,288,-71,359,151,-11
-83.870052,37.750901,1,125,228,13,1209,128,72,15,349,262,333,278,130,36,8303,302,-58,360,209,134
-83.562389,38.125185,1,122,226,10,1187,132,72,16,353,251,337,268,134,36,8348,303,-61,364,206,132
-92.375489,38.424928,1,128,244,2,1009,127,38,29,331,147,285,147,127,32,9295,321,-74,395,180,2
-77.393767,39.059944,1,124,232,11,1001,98,68,12,281,212,280,212,122,33,8529,306,-53,359,210,11
-84.110476,39.049711,1,113,223,-7,1086,117,70,17,322,223,300,223,117,32,8905,294,-71,365,109,-7
-94.216024,36.023531,1,141,245,30,1148,139,55,24,369,197,293,197,128,34,8318,321,-46,367,186,30
-78.644263,37.398388,1,132,233,26,1104,108,82,10,303,246,297,246,133,37,7986,307,-46,353,226,26
-77.142592,37.26049,2,144,244,40,1126,123,78,14,335,244,331,259,125,36,7896,315,-27,342,237,99
-82.72554,36.555115,2,128,226,24,1146,118,67,13,322,235,309,289,131,38,7795,298,-42,340,207,135
-78.783748,35.725849,2,152,247,52,1148,120,77,13,333,248,333,278,126,38,7546,315,-16,331,247,106
-79.032439,35.901822,2,147,243,47,1161,114,82,11,329,253,329,278,132,38,7590,315,-24,339,243,101
-73.139063,43.893069,5,63,186,-69,1018,113,58,18,303,189,303,199,120,29,9850,266,-142,408,186,-57
-78.812609,36.229086,2,144,242,42,1131,113,79,11,319,253,319,267,132,38,7728,315,-29,344,242,98
-83.078422,40.259933,1,102,215,-22,953,105,52,21,305,179,292,179,120,32,9132,290,-84,374,195,-22
-76.664819,41.796595,1,80,192,-38,783,93,40,26,265,127,252,127,120,32,8889,272,-99,371,171,-38
-71.144618,42.370472,1,96,208,-19,1121,113,82,9,311,255,255,289,109,30,8769,281,-81,362,7,208
-76.450414,42.475939,1,75,188,-44,941,100,53,18,275,172,275,178,112,30,9024,264,-101,365,167,-35
-77.240515,39.154743,1,123,230,10,1021,101,69,12,288,217,285,217,120,33,8509,303,-53,356,210,10
-79.924498,43.647565,5,71,189,-53,850,87,54,13,246,176,239,185,98,26,9475,263,-103,366,181,-46
-79.769378,43.286944,5,84,202,-37,828,84,52,12,231,175,225,182,95,26,9330,272,-86,358,194,-31
-81.567869,41.135001,1,96,209,-24,949,99,54,17,287,184,280,184,110,30,9016,282,-80,362,188,-24
-82.86273,40.186019,1,101,214,-22,973,107,53,21,311,183,298,183,120,32,9118,289,-85,374,194,-22
-84.637892,39.201253,1,115,227,-7,1054,115,67,17,315,214,288,214,117,31,9034,300,-70,370,112,-7
-89.089594,37.277673,1,139,249,18,1203,125,74,15,363,250,292,283,117,31,8903,320,-48,368,139,202
-78.065833,38.407697,1,127,231,17,1078,104,72,12,305,222,305,222,130,36,8232,306,-53,359,231,17
-81.604378,41.307823,1,96,208,-25,961,96,55,16,284,189,278,189,108,29,9046,280,-81,361,187,-25
-80.224703,43.290077,5,74,192,-49,902,89,57,12,252,192,244,200,98,26,9418,266,-99,365,184,-42
-93.18117,36.086961,1,138,241,30,1182,141,62,20,363,225,285,225,123,34,8154,315,-41,356,135,30
-72.634788,41.361228,1,97,207,-16,1236,117,91,7,329,292,292,300,104,29,8616,276,-73,349,57,207
-84.66161,34.891672,2,124,216,25,1630,174,103,13,472,344,384,443,127,38,7408,285,-43,328,40,178
-94.156494,32.671817,2,181,272,84,1214,120,70,15,344,237,263,313,127,38,7296,341,13,328,221,266
-73.148346,44.374791,5,65,190,-71,937,108,47,22,297,159,297,165,112,27,10083,266,-139,405,190,-59
-72.809883,41.620338,1,99,211,-18,1210,111,87,7,321,282,292,286,111,30,8858,285,-78,363,86,-8
-79.884028,40.50716,1,98,208,-20,991,103,60,16,303,200,292,200,123,33,8802,286,-84,370,188,-20
-88.91701,37.341673,1,135,245,14,1195,123,74,15,361,248,294,277,119,32,8874,315,-52,367,135,198
-87.682809,41.45756,5,96,218,-42,962,107,36,29,310,142,303,142,110,27,10035,290,-106,396,151,-42
-71.577481,42.589231,1,85,200,-38,1118,114,87,8,309,265,265,278,121,31,9182,277,-106,383,40,200
-76.045823,42.784171,1,70,185,-52,1064,104,67,13,291,212,291,227,106,29,9191,258,-107,365,185,-43
-78.366931,38.900451,1,112,216,0,948,95,60,15,279,184,275,184,135,36,8332,296,-72,368,197,0
-80.892547,41.640883,1,89,200,-32,1019,102,54,17,294,189,294,197,110,30,8997,273,-91,364,200,-21
-79.925097,43.385209,5,74,193,-49,858,87,54,12,245,180,238,188,97,26,9408,266,-98,364,184,-42
-79.597931,41.715828,1,75,186,-45,1167,119,67,16,343,225,343,234,118,31,8950,264,-105,369,186,-34
-91.309319,36.993679,1,130,237,11,1158,120,64,17,346,244,281,244,144,36,8721,322,-72,394,131,11
-73.151944,44.1725,5,62,186,-72,980,112,51,21,304,170,304,179,115,28,9963,263,-142,405,186,-60
-81.389833,41.263004,1,94,206,-27,981,98,56,16,289,194,282,194,109,30,9051,278,-84,362,185,-27
-79.697217,40.733179,1,92,202,-27,1035,107,61,17,316,205,311,205,124,33,8822,281,-91,372,181,-27
-84.631401,36.640743,2,125,223,19,1344,130,86,11,370,292,347,331,133,38,7862,296,-53,349,204,183
-78.317842,37.31115,2,133,234,28,1101,106,81,9,301,255,300,255,134,37,7960,309,-44,353,227,46
-84.323423,40.016787,5,105,221,-21,947,101,55,20,295,183,277,183,112,30,9374,293,-80,373,201,-21
-77.340998,38.371474,1,132,238,22,1029,103,72,10,286,229,286,229,123,34,8317,310,-43,353,238,22
-70.959666,41.988244,1,99,207,-12,1205,120,85,10,338,266,273,316,106,30,8478,277,-72,349,14,182
-70.740623,43.342316,1,77,194,-48,1174,132,84,13,348,257,261,293,125,31,9304,276,-119,395,32,185
-76.407134,43.180868,5,82,200,-40,1022,103,67,12,290,213,260,235,100,27,9326,268,-95,363,101,-32
-73.261514,44.006213,5,72,196,-64,891,103,49,20,273,159,273,166,120,29,10014,277,-135,412,196,-51
-72.331943,43.748007,5,61,182,-70,965,95,60,13,268,194,268,205,127,30,9738,265,-146,411,182,-57
-67.288921,45.120995,1,59,169,-60,1150,126,78,15,346,242,242,304,103,28,8870,239,-119,358,23,169
-60.039694,46.036688,2,56,159,-43,1474,158,91,17,460,298,307,394,80,25,7912,218,-94,312,-9,121
-79.21495,42.366967,1,79,191,-40,1104,112,63,16,321,213,299,233,100,28,9009,259,-93,352,99,-32
-70.829322,42.565219,1,93,204,-21,1178,126,81,13,342,252,252,313,105,29,8717,274,-82,356,53,204
-68.528248,44.979466,5,61,182,-69,1065,115,80,12,311,244,249,271,117,29,9631,261,-139,400,17,-12
-72.239193,44.39653,5,43,166,-91,1101,121,63,18,337,208,337,225,114,28,9945,243,-161,404,166,-78
-69.973078,43.894868,1,76,193,-46,1142,122,77,13,333,243,246,292,106,28,9221,261,-113,374,34,185
-70.883104,41.648932,1,105,213,-3,1186,117,80,11,338,259,268,318,94,28,8412,277,-57,334,24,185
-86.071986,34.355579,2,149,243,48,1443,165,80,19,432,281,312,405,129,38,7586,312,-22,334,63,204
-72.442067,44.963945,5,49,175,-91,1094,121,60,19,339,203,339,218,113,27,10292,251,-161,412,175,-77
-81.184088,37.765263,2,103,200,-3,1091,125,75,15,327,237,317,240,121,36,7816,267,-69,336,182,59
-79.165528,43.152786,1,84,201,-36,900,93,61,11,245,198,235,212,93,26,9227,267,-85,352,158,-30
-73.511537,43.640637,5,67,188,-66,1041,110,63,14,293,210,293,214,122,29,9787,269,-139,408,188,-53
-71.854759,42.764333,1,68,184,-56,1166,113,87,7,313,271,297,280,119,31,9224,260,-123,383,23,-43
-76.81322,38.732892,1,130,234,20,1060,108,71,12,304,231,304,231,114,33,8298,302,-41,343,234,20
-72.614378,44.562633,5,53,178,-84,1040,116,56,19,323,189,323,202,114,28,10090,254,-153,407,178,-70
-75.912973,41.074054,1,79,188,-38,1122,112,69,16,332,219,325,222,111,30,8778,262,-97,359,169,-26
-72.414537,44.333683,5,49,173,-86,1046,116,59,18,321,196,321,210,115,28,9986,250,-156,406,173,-73
-77.735519,39.287764,1,116,225,2,1005,101,66,13,290,206,283,206,121,33,8588,299,-62,361,204,2
-79.333522,39.617856,1,82,184,-30,1209,124,81,13,353,265,345,265,121,34,8284,257,-94,351,165,-30
-72.767351,44.389835,5,52,175,-83,1070,119,58,19,329,195,329,207,111,27,9957,250,-151,401,175,-70
-72.986866,44.474927,5,54,177,-81,1061,120,56,20,329,188,329,198,110,27,9972,252,-149,401,177,-68
-72.267539,42.940131,5,68,185,-59,1079,101,75,9,292,239,292,246,129,32,9416,269,-133,402,185,-46
-72.942912,44.881712,5,60,186,-80,995,111,51,21,309,175,309,184,111,27,10281,261,-150,411,186,-67
-79.603814,38.956983,2,83,181,-24,1263,126,87,11,362,278,355,278,122,35,7960,252,-91,343,164,-24
-78.028437,42.595861,1,71,184,-50,929,105,49,21,278,161,278,174,117,31,9109,264,-110,374,184,-41
-76.051057,42.601321,1,70,185,-50,1036,103,64,13,287,204,287,217,107,29,9131,259,-105,364,164,-41
-79.615,43.948,5,68,188,-59,811,84,53,14,236,166,233,181,98,26,9643,261,-111,372,180,-52
-83.756465,37.881451,1,122,226,10,1221,132,73,15,356,261,340,279,132,36,8324,301,-61,362,207,132
-78.76783,44.40312,5,61,183,-73,839,79,56,11,230,174,227,194,104,26,9943,256,-133,389,174,-15
-73.300941,43.373153,5,73,196,-59,1018,111,59,16,295,199,295,205,126,30,9832,281,-133,414,196,-46
-78.719502,42.885552,1,85,200,-35,978,96,63,12,266,210,255,228,100,28,9172,269,-87,356,157,-28
-78.196727,44.499944,5,60,182,-74,825,79,55,11,225,174,215,186,106,26,9959,257,-137,394,81,-63
-72.696596,45.273747,5,58,187,-86,1015,110,54,18,307,188,307,201,111,26,10525,262,-156,418,187,-72
-76.757794,42.442922,1,73,186,-46,905,100,48,20,272,159,271,163,114,30,9007,264,-105,369,164,-37
-81.64639,40.91024,1,97,209,-23,945,102,54,19,291,180,283,180,112,30,9006,282,-81,363,188,-23
-71.773746,45.475293,5,44,171,-98,1069,122,59,19,333,202,333,221,117,27,10377,249,-171,420,171,-83
-72.524317,43.737931,5,54,174,-76,1086,108,69,12,297,224,297,237,127,31,9659,257,-152,409,174,-63
-65.081549,44.409075,2,63,156,-35,1340,149,87,19,432,270,273,406,86,28,7556,216,-87,303,-6,131
-71.211981,42.120174,1,94,206,-20,1189,120,86,9,331,265,272,307,114,31,8724,280,-84,364,6,182
-82.320298,41.41669,1,99,213,-24,897,93,51,18,270,175,269,175,107,29,9208,286,-79,365,191,-12
-70.302497,44.14288,5,71,192,-56,1146,122,84,12,330,253,260,285,112,28,9567,266,-126,392,26,183
-72.590698,42.809074,5,71,189,-57,1171,108,83,8,312,263,306,272,128,31,9492,273,-132,405,121,-44
-76.879136,39.314169,1,121,229,8,1094,109,75,10,303,240,292,240,118,33,8555,303,-54,357,208,8
-71.340814,42.539313,1,88,204,-34,1109,115,85,9,309,257,257,278,119,31,9155,281,-100,381,43,204
-77.482191,38.799207,1,128,235,16,996,99,69,10,278,216,276,216,122,34,8456,307,-49,356,228,16
-72.525398,43.023365,5,64,183,-65,1152,108,80,8,306,256,306,264,126,31,9549,266,-139,405,183,-52
-82.041327,36.423253,2,114,206,15,1232,125,88,11,351,269,343,278,129,39,7382,276,-54,330,188,70
-79.018058,40.569203,1,89,198,-30,1145,119,76,14,342,242,333,242,121,33,8801,274,-92,366,178,-30
-72.146119,41.958972,1,83,196,-36,1234,117,90,6,331,291,300,298,119,31,8913,271,-104,375,41,-24
-74.797786,44.15859,5,44,164,-88,1146,119,69,14,335,229,326,244,122,30,9795,241,-162,403,155,-77
-72.609378,44.206331,5,55,177,-79,988,109,57,17,298,188,298,199,118,29,9875,257,-149,406,177,-66
-82.813863,41.545485,5,99,218,-27,857,92,43,21,266,157,266,158,91,25,9522,280,-79,359,218,-16
-72.792219,42.856873,5,59,177,-68,1276,118,90,8,336,286,333,297,119,30,9441,255,-138,393,109,-56
-79.046347,44.035786,5,65,185,-64,825,83,53,13,234,170,232,187,96,25,9667,256,-118,374,176,-55
-73.088077,42.361238,1,64,179,-60,1208,114,85,9,330,266,326,271,112,29,9246,253,-124,377,158,-49
-68.988454,45.833599,5,23,154,-116,1142,116,70,15,325,226,325,243,115,27,10415,229,-191,420,154,-104
-70.906117,45.494492,5,32,158,-106,1031,119,59,19,326,199,326,211,106,26,10206,228,-173,401,158,-48
-73.134939,42.026154,1,71,186,-53,1231,114,88,8,327,275,324,282,115,30,9195,260,-118,378,119,-40
-91.161079,38.286102,1,125,237,1,1027,115,50,20,308,182,278,182,138,34,9053,319,-78,397,177,1
-74.142289,42.230475,1,64,178,-59,1164,113,76,11,324,247,314,249,110,29,9165,248,-123,371,157,-48
-80.136697,43.812286,5,60,179,-66,909,92,59,12,262,190,253,203,99,26,9561,253,-115,368,170,-58
-79.930511,38.627375,2,78,175,-29,1421,142,103,9,396,327,387,327,116,34,7894,240,-95,335,159,-29
-71.732251,44.757508,5,38,162,-99,1109,125,62,20,350,204,350,223,120,28,10112,241,-173,414,162,-86
-89.292335,46.344693,5,41,172,-104,833,102,30,33,283,118,283,124,126,28,10687,259,-176,435,172,-89
-70.21733,43.61958,1,80,195,-41,1141,126,78,14,338,240,242,292,109,29,9106,266,-108,374,38,188
-87.493837,46.640669,5,43,167,-90,802,95,39,23,254,142,231,143,114,28,10027,247,-156,403,122,-79
-71.285754,44.260679,5,25,143,-100,1505,152,108,9,414,334,392,353,107,28,9441,210,-170,380,-19,-90
-71.817662,45.128588,5,37,162,-102,1105,127,61,20,350,204,350,223,118,28,10226,239,-176,415,162,-88
-76.313577,44.258866,5,69,191,-64,915,93,60,13,262,199,221,219,101,26,9890,259,-127,386,92,-53
-63.931375,44.893549,1,59,167,-52,1399,151,93,18,446,290,291,418,98,28,8580,236,-109,345,-21,140
-72.111061,47.474592,3,24,160,-129,1133,127,68,20,357,212,351,246,104,24,11160,233,-198,431,148,-58
-79.857947,44.88203,5,60,180,-70,965,110,63,17,297,200,221,271,107,27,9776,255,-129,384,-38,-17
-67.76925,44.621028,1,63,173,-56,1243,137,78,17,381,247,247,336,110,29,8878,245,-123,368,-25,173
-76.229392,44.772567,5,61,188,-80,870,84,57,11,240,185,222,204,102,25,10375,258,-144,402,84,-68
-78.191489,40.028454,1,96,204,-20,983,98,63,14,291,196,274,196,117,32,8677,280,-79,359,184,-20
-75.541938,42.420477,1,69,182,-52,1033,102,63,14,292,204,290,211,116,31,9084,259,-113,372,161,-42
-72.719538,44.060594,5,48,168,-83,1121,120,66,15,327,218,327,231,117,29,9701,245,-154,399,168,-71
-72.836662,44.652127,5,57,182,-79,1018,116,52,21,320,177,320,186,110,27,10073,256,-148,404,182,-67
-69.830353,44.004757,1,74,191,-50,1132,121,79,12,329,248,251,279,111,29,9323,263,-117,380,31,184
-89.278108,35.015081,2,154,252,47,1377,141,79,19,413,261,286,369,125,36,7897,321,-22,343,154,210
-75.651973,45.644069,3,53,187,-97,902,88,58,13,259,181,259,200,98,23,10973,256,-162,418,187,-82
-62.596668,46.241112,1,58,171,-54,1107,122,78,16,346,239,250,297,85,24,8863,237,-108,345,28,140
-78.231844,45.189753,5,39,166,-103,928,90,60,14,262,188,257,204,110,26,10436,240,-172,412,117,-90
-71.061298,44.054039,5,55,177,-76,1241,128,89,10,351,276,312,295,129,31,9734,259,-155,414,8,-62
-76.027962,44.512093,5,64,190,-74,889,87,58,12,248,189,225,209,102,25,10222,259,-138,397,87,-63
-68.206933,44.361376,1,68,182,-54,1248,142,77,17,384,244,244,338,108,28,9106,255,-120,375,-23,182
-71.783372,44.558033,5,39,163,-97,1112,124,63,19,347,206,347,225,120,29,10050,241,-170,411,163,-83
-78.68085,45.553949,5,35,164,-109,980,98,62,14,282,193,269,220,112,26,10601,241,-179,420,115,-44
-60.828193,46.742042,1,38,143,-64,1404,156,90,18,444,288,305,355,75,23,8124,205,-114,319,-28,109
-80.211627,45.361722,5,56,180,-78,1009,119,58,19,312,204,218,288,102,25,10069,251,-143,394,14,155
-71.422958,43.671313,5,60,180,-71,1143,115,81,10,316,249,296,266,134,32,9620,266,-150,416,13,-56
-78.82208,44.921183,5,51,175,-88,938,93,62,12,263,191,245,222,109,26,10231,250,-154,404,73,-27
-70.510176,45.419041,5,21,147,-115,1087,119,64,17,332,212,332,225,106,26,10131,216,-183,399,147,-103
-73.681346,43.894101,5,55,175,-76,1032,113,62,16,302,201,299,207,122,30,9708,254,-149,403,165,-64
-69.383287,44.447175,5,67,187,-61,1141,122,78,12,332,256,265,269,117,29,9584,264,-132,396,22,-49
-73.362008,42.19598,1,73,188,-50,1114,104,73,11,308,237,308,242,122,31,9159,267,-116,383,167,-38
-73.971849,44.251456,5,38,157,-91,1096,122,64,17,331,210,328,219,117,29,9646,232,-162,394,147,-81
-84.676498,41.700596,5,85,203,-42,903,96,45,22,279,159,276,159,115,30,9495,279,-100,379,183,-42
-82.563545,36.608461,2,131,229,28,1119,117,67,13,318,232,306,277,131,38,7784,301,-40,341,210,138
-75.114988,40.595167,1,102,213,-13,1187,116,76,11,331,258,327,258,121,32,8749,292,-75,367,205,-13
-80.818825,42.644976,1,82,196,-39,955,93,55,14,261,192,258,204,97,27,9171,265,-90,355,190,-31
-73.91372,43.108064,5,73,193,-57,1071,102,67,11,292,229,288,230,118,29,9638,272,-126,398,125,-44
-78.310167,44.688362,5,52,176,-86,881,85,59,11,243,186,232,201,107,26,10166,250,-151,401,73,-74
-75.839889,44.475617,5,68,192,-69,911,90,59,13,257,193,231,213,104,26,10091,263,-133,396,90,-57
-78.385063,42.673103,1,72,185,-49,1034,102,61,14,286,203,286,222,110,30,9076,259,-105,364,185,-40
-78.447827,44.913263,5,48,173,-91,918,89,61,12,255,190,244,211,108,26,10267,247,-158,405,70,-29
-76.814072,38.001494,1,140,243,32,1071,106,75,12,304,239,302,239,115,33,8159,311,-31,342,236,32
-71.185287,42.865952,1,82,198,-41,1098,116,80,10,309,252,263,262,122,31,9221,277,-111,388,36,-29
-83.309133,46.313352,5,47,170,-87,868,98,47,18,266,168,229,183,107,26,10069,250,-154,404,125,-79
-76.051757,40.619423,1,96,207,-22,1171,117,74,13,340,245,324,252,117,31,8838,283,-83,366,186,-9
-89.607672,44.453128,3,64,197,-85,815,104,25,42,304,85,294,85,119,27,10911,277,-159,436,185,-85
-80.94869,35.401279,2,151,248,51,1152,115,80,10,310,262,309,286,130,38,7608,317,-19,336,66,157
-72.563444,42.285684,1,87,204,-37,1114,101,79,7,295,251,289,256,123,31,9280,284,-105,389,136,-24
-73.903543,41.355916,1,96,210,-23,1175,106,79,8,311,259,308,259,113,30,9031,285,-84,369,202,-12
-75.333538,45.509862,3,54,188,-96,905,89,58,14,260,182,260,201,99,23,10958,257,-161,418,188,-81
-84.474993,46.626013,5,37,158,-97,922,100,51,19,279,171,252,203,105,26,9972,235,-159,394,118,-43
-71.74277,43.73196,5,57,177,-73,1074,105,72,12,294,222,294,237,129,31,9645,261,-150,411,177,-59
-81.425378,41.579433,1,94,206,-27,982,96,54,16,278,188,278,196,103,28,9058,275,-83,358,206,-17
-60.413887,46.657776,1,47,152,-53,1415,156,89,18,449,288,302,366,79,24,8054,215,-104,319,-19,116
-78.175605,44.800287,5,52,176,-86,881,85,59,11,243,186,232,201,107,26,10166,250,-151,401,73,-74
-85.709358,35.661489,2,139,236,36,1443,156,87,15,407,290,330,390,126,37,7733,305,-32,337,52,196
-73.134124,44.623908,5,64,190,-73,925,107,47,22,294,158,294,164,110,27,10157,265,-141,406,190,-60
-79.024899,45.087295,5,48,172,-90,987,101,63,14,285,198,247,242,112,27,10209,249,-157,406,71,-30
-72.918372,43.236116,5,54,172,-73,1273,125,84,11,346,271,346,283,118,29,9494,250,-144,394,172,-62
-76.025755,45.438804,3,56,189,-93,830,79,53,13,236,167,234,185,104,24,10910,260,-161,421,178,-79
-76.991285,45.073138,5,50,180,-92,883,84,59,11,242,186,232,202,104,25,10566,255,-160,415,130,-81
-73.69503,41.279913,1,101,212,-16,1212,111,83,8,319,273,308,273,110,30,8835,285,-76,361,90,-16
-83.519133,35.323831,2,109,196,16,1744,181,115,10,490,384,426,463,133,41,6972,265,-57,322,30,161
-76.472033,38.442809,1,137,242,28,1081,109,78,11,305,245,304,246,106,31,8281,305,-30,335,235,93
-70.445648,43.393641,1,83,199,-39,1149,131,79,15,345,241,245,292,115,30,9181,275,-106,381,40,191
-63.122363,45.596577,1,52,162,-63,1245,131,88,14,378,273,283,343,98,27,8797,235,-119,354,-31,84
-60.58314,46.144485,1,55,159,-47,1435,159,90,18,459,293,303,371,83,25,8124,222,-101,323,-12,126
-63.26447,45.423705,1,56,164,-57,1227,128,85,14,373,267,278,343,104,29,8678,240,-117,357,-25,88
-74.901925,41.797639,1,74,187,-48,1131,113,72,12,321,234,311,240,120,31,9092,264,-115,379,166,-36
-84.83104,33.515195,2,159,249,64,1321,149,77,18,403,257,316,370,130,40,7184,316,-6,322,79,212
-76.82267,39.001986,1,128,236,16,1080,106,73,11,302,237,302,237,116,32,8505,307,-45,352,236,16
-84.784655,33.799634,2,155,247,59,1351,151,80,17,409,264,321,376,128,39,7278,313,-10,323,74,208
-84.371278,42.718997,5,81,201,-48,784,88,35,26,242,126,242,126,110,28,9637,278,-104,382,201,-48
-94.35175,31.393451,2,185,271,90,1212,129,72,15,338,258,265,321,133,40,6995,344,16,328,223,267
-92.081928,34.860805,1,162,263,52,1262,134,81,18,395,259,259,300,119,34,8129,332,-16,348,163,263
-91.346297,34.061463,2,170,267,64,1299,139,75,18,390,251,262,348,121,35,7845,337,-4,341,172,226
-92.250664,32.651207,2,178,269,83,1321,138,74,17,386,248,276,373,129,39,7257,338,13,325,178,231
-80.737438,35.415448,2,151,248,51,1143,113,79,10,310,259,310,282,131,38,7629,318,-21,339,248,103
-78.847273,36.052333,2,146,243,44,1150,113,80,11,323,255,323,276,133,38,7678,316,-27,343,243,100
-85.970776,35.223581,2,138,234,35,1507,166,94,16,435,300,332,415,124,36,7726,302,-34,336,51,195
-116.663384,32.846224,4,127,206,63,633,117,3,78,333,32,46,305,147,48,5693,300,-2,302,68,175
-105.568458,38.076972,2,13,113,-84,550,80,29,33,203,98,197,98,155,41,7695,208,-170,378,107,-84
-105.584725,41.321205,1,48,157,-50,344,50,12,46,141,37,128,37,151,39,8124,262,-120,382,131,-50
-116.519108,43.455037,1,107,216,1,246,28,7,30,81,34,40,72,147,37,8285,328,-59,387,7,207
-105.227798,39.771572,2,71,172,-22,448,64,14,41,171,51,157,51,166,42,7597,276,-111,387,148,-22
-99.995986,49.822242,3,23,179,-155,459,73,16,55,211,53,211,54,128,25,12958,266,-239,505,179,-124
-114.134117,51.13802,1,31,143,-86,436,83,14,60,203,49,203,52,131,32,8996,228,-169,397,143,-73
-97.651947,35.261391,1,160,268,45,865,135,29,40,318,108,238,108,131,34,8608,345,-32,377,207,45
-99.56985,36.55517,5,143,261,21,587,96,12,51,241,55,217,55,149,35,9280,346,-68,414,237,21
-105.892387,35.688617,2,83,181,-11,435,80,21,54,203,65,189,65,162,43,7492,277,-96,373,173,-11
-108.456612,50.457977,3,37,175,-113,347,67,14,55,156,44,153,50,126,27,11233,263,-190,453,153,-27
-102.50951,48.619124,3,32,179,-132,412,74,10,63,195,33,185,33,134,27,12003,271,-211,482,155,-132
-107.709537,32.105856,2,159,258,62,233,52,4,80,135,16,111,42,185,48,7669,352,-33,385,248,153
-104.400125,38.686802,1,91,203,-14,374,69,7,68,184,24,184,24,166,40,8427,304,-103,407,203,-14
-106.370834,44.41111,5,68,192,-55,355,63,12,56,164,39,121,39,160,36,9513,301,-143,444,116,-55
-107.790738,33.071933,2,95,182,12,446,94,9,74,249,41,210,73,182,50,6624,280,-79,359,174,85
-105.597194,40.024082,2,-5,92,-92,705,75,42,16,211,146,187,161,137,39,7330,184,-160,344,-26,5
-105.735116,52.489277,3,14,166,-157,389,66,16,53,177,55,177,55,117,24,12701,247,-231,478,166,-139
-104.830721,40.30284,1,97,213,-15,358,63,9,55,156,30,128,30,162,38,8814,315,-104,419,188,-15
-103.707289,52.5418,3,3,158,-174,457,71,16,49,200,59,200,59,114,23,13018,235,-254,489,158,-174
-105.571987,40.37102,2,15,112,-74,570,63,34,22,177,110,173,110,146,41,7360,211,-143,354,88,-74
-105.120298,38.880157,2,12,112,-82,574,90,20,46,234,73,234,73,154,41,7602,207,-166,373,112,-82
-111.621405,40.571372,2,29,132,-63,866,104,38,33,297,121,121,291,132,37,7713,229,-126,355,-55,132
-106.935897,38.827725,1,6,116,-111,513,53,29,17,147,100,133,141,176,40,8865,223,-216,439,111,47
-110.311199,44.937812,1,5,114,-101,575,66,37,18,177,123,161,134,157,38,8389,228,-175,403,88,-52
-107.142175,39.133159,2,-16,85,-112,663,68,37,16,181,138,165,175,148,39,7840,178,-198,376,81,13
-109.879425,33.281212,2,133,227,45,458,80,10,54,201,39,169,115,172,47,7144,324,-40,364,221,166
-104.727823,37.982757,1,100,207,-2,394,60,14,45,155,50,155,50,172,42,8095,310,-92,402,207,-2
-110.720825,44.93377,1,3,113,-104,615,68,40,15,178,135,162,157,151,37,8509,224,-174,398,86,71
-111.860699,48.841731,5,59,177,-62,318,65,7,70,157,27,140,27,141,34,9277,273,-138,411,153,-62
